Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Year - Date Modified,Area Count,Air Temperature(°F),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Estimated Volume (Dry)(bu/ac),Estimated Volume (Wet)(bu/ac),Moisture(%),Speed(mph),Swath Width(ft),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac),Operation - Name,Monitor - Name,Product - Name
-86.21741751,40.99637243,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,28.04,10/27/2015,Yes,800.17,186.62,186.62,14.50,3.984,20.00,10451,10451,Grain Harvest,203748,CORN
-86.21739718,40.99636694,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,18.44,10/27/2015,Yes,800.24,119.44,119.44,14.40,4.094,20.00,6688.5,6688.5,Grain Harvest,203748,CORN
-86.21737654,40.99636117,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,19.74,10/27/2015,Yes,800.25,127.36,127.36,14.40,4.109,20.00,7132.0,7132.0,Grain Harvest,203748,CORN
-86.21735573,40.99635517,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,16.81,10/27/2015,Yes,800.27,109.12,109.12,14.60,4.085,20.00,6110.7,6110.7,Grain Harvest,203748,CORN
-86.21733508,40.99634947,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,14.42,10/27/2015,Yes,800.37,93.17,93.17,14.70,4.105,20.00,5217.4,5217.4,Grain Harvest,203748,CORN
-86.21731395,40.99634380,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,14.36,10/27/2015,Yes,800.37,90.22,90.22,14.70,4.221,20.00,5052.5,5052.5,Grain Harvest,203748,CORN
-86.21729301,40.99633813,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.30,10/27/2015,Yes,800.42,71.87,71.87,14.80,4.167,20.00,4024.9,4024.9,Grain Harvest,203748,CORN
-86.21727168,40.99633272,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.31,10/27/2015,Yes,800.41,71.91,71.91,14.80,4.172,20.00,4027.0,4027.0,Grain Harvest,203748,CORN
-86.21725057,40.99632739,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,8.813,10/27/2015,Yes,800.42,55.36,55.36,14.20,4.221,20.00,3100.4,3100.4,Grain Harvest,203748,CORN
-86.21722927,40.99632201,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.71,10/27/2015,Yes,800.41,70.31,70.31,14.40,4.040,20.00,3937.6,3937.6,Grain Harvest,203748,CORN
-86.21720754,40.99631651,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.652,10/27/2015,Yes,800.34,59.56,59.56,14.60,4.297,20.00,3335.5,3335.5,Grain Harvest,203748,CORN
-86.21718583,40.99631069,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.17,10/27/2015,Yes,800.20,82.74,82.74,14.70,4.221,20.00,4633.2,4633.2,Grain Harvest,203748,CORN
-86.21716549,40.99630437,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.77,10/27/2015,Yes,800.31,73.81,73.81,14.80,4.230,20.00,4133.4,4133.4,Grain Harvest,203748,CORN
-86.21714447,40.99629766,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.90,10/27/2015,Yes,800.25,85.96,85.96,14.70,4.288,20.00,4813.8,4813.8,Grain Harvest,203748,CORN
-86.21712337,40.99629126,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.46,10/27/2015,Yes,800.27,84.58,84.58,14.20,4.221,20.00,4736.6,4736.6,Grain Harvest,203748,CORN
-86.21710250,40.99628454,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.02,10/27/2015,Yes,800.24,81.82,81.82,14.40,4.221,20.00,4581.7,4581.7,Grain Harvest,203748,CORN
-86.21708177,40.99627731,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,12.80,10/27/2015,Yes,800.26,80.33,80.33,14.50,4.226,20.00,4498.5,4498.5,Grain Harvest,203748,CORN
-86.21706118,40.99627045,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.96,10/27/2015,Yes,800.26,68.92,68.92,14.40,4.217,20.00,3859.7,3859.7,Grain Harvest,203748,CORN
-86.21704052,40.99626343,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.48,10/27/2015,Yes,800.32,65.60,65.60,14.40,4.235,20.00,3673.7,3673.7,Grain Harvest,203748,CORN
-86.21701943,40.99625679,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.494,10/27/2015,Yes,800.24,39.73,39.73,14.40,4.335,20.00,2224.6,2224.6,Grain Harvest,203748,CORN
-86.21699852,40.99625068,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.834,10/27/2015,Yes,800.30,31.09,31.09,14.40,4.123,20.00,1741.3,1741.3,Grain Harvest,203748,CORN
-86.21697778,40.99624421,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,3.138,10/27/2015,Yes,800.34,19.48,19.48,14.40,4.270,20.00,1091.1,1091.1,Grain Harvest,203748,CORN
-86.21695659,40.99623790,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,2.724,10/27/2015,Yes,800.38,17.08,17.08,14.40,4.230,20.00,956.26,956.26,Grain Harvest,203748,CORN
-86.21693565,40.99623179,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,3.989,10/27/2015,Yes,800.44,25.03,25.03,14.30,4.226,20.00,1401.7,1401.7,Grain Harvest,203748,CORN
-86.21691505,40.99622560,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.748,10/27/2015,Yes,800.58,61.83,61.83,14.20,4.181,20.00,3462.6,3462.6,Grain Harvest,203748,CORN
-86.21689386,40.99621942,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.11,10/27/2015,Yes,800.62,62.60,62.60,14.40,4.284,20.00,3505.7,3505.7,Grain Harvest,203748,CORN
-86.21687346,40.99621305,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.18,10/27/2015,Yes,800.79,66.05,66.05,14.50,4.089,20.00,3698.6,3698.6,Grain Harvest,203748,CORN
-86.21685281,40.99620632,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.99,10/27/2015,Yes,800.94,87.72,87.72,14.50,4.230,20.00,4912.6,4912.6,Grain Harvest,203748,CORN
-86.21683190,40.99619939,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,15.30,10/27/2015,Yes,801.01,95.92,95.92,14.50,4.230,20.00,5371.4,5371.4,Grain Harvest,203748,CORN
-86.21681118,40.99619221,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,19.47,10/27/2015,Yes,801.05,124.32,124.32,14.20,4.154,20.00,6961.7,6961.7,Grain Harvest,203748,CORN
-86.21679098,40.99618488,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,14.59,10/27/2015,Yes,801.19,92.92,92.92,14.20,4.163,20.00,5203.3,5203.3,Grain Harvest,203748,CORN
-86.21677000,40.99617796,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,15.50,10/27/2015,Yes,801.17,95.93,95.93,14.30,4.284,20.00,5372.1,5372.1,Grain Harvest,203748,CORN
-86.21674835,40.99617166,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,14.70,10/27/2015,Yes,801.09,93.21,93.21,14.40,4.183,20.00,5219.5,5219.5,Grain Harvest,203748,CORN
-86.21672766,40.99616529,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.16,10/27/2015,Yes,801.16,82.64,82.64,14.40,4.221,20.00,4628.1,4628.1,Grain Harvest,203748,CORN
-86.21670786,40.99615894,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,12.69,10/27/2015,Yes,801.40,81.03,81.03,14.50,4.152,20.00,4537.7,4537.7,Grain Harvest,203748,CORN
-86.21669151,40.99615271,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.65,10/27/2015,Yes,801.71,82.64,82.64,14.50,3.418,20.00,4627.7,4627.7,Grain Harvest,203748,CORN
-86.21667614,40.99614643,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,11.34,10/27/2015,Yes,801.96,93.08,93.08,14.50,3.230,20.00,5212.3,5212.3,Grain Harvest,203748,CORN
-86.21666307,40.99614014,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,8.365,10/27/2015,Yes,802.27,74.28,74.28,14.50,2.986,20.00,4159.8,4159.8,Grain Harvest,203748,CORN
-86.21664883,40.99613325,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,10.33,10/27/2015,Yes,802.45,89.89,89.89,14.50,3.047,20.00,5033.7,5033.7,Grain Harvest,203748,CORN
-86.21663702,40.99612575,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.757,10/27/2015,Yes,802.86,59.96,59.96,14.60,2.989,20.00,3357.5,3357.5,Grain Harvest,203748,CORN
-86.21662591,40.99611770,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.803,10/27/2015,Yes,803.06,46.67,46.67,14.50,2.729,20.00,2613.8,2613.8,Grain Harvest,203748,CORN
-86.21661666,40.99610938,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,7.282,10/27/2015,Yes,803.30,70.65,70.65,14.50,2.734,20.00,3956.3,3956.3,Grain Harvest,203748,CORN
-86.21660728,40.99610048,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,7.883,10/27/2015,Yes,803.41,76.60,76.60,14.60,2.729,20.00,4289.6,4289.6,Grain Harvest,203748,CORN
-86.21659938,40.99609162,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.202,10/27/2015,Yes,803.65,89.34,89.34,14.60,2.731,20.00,5002.9,5002.9,Grain Harvest,203748,CORN
-86.21659206,40.99608200,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.22,10/27/2015,Yes,803.81,130.65,130.65,14.60,2.684,20.00,7316.2,7316.2,Grain Harvest,203748,CORN
-86.21658554,40.99607162,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,12.97,10/27/2015,Yes,803.91,123.23,123.23,14.60,2.792,20.00,6901.0,6901.0,Grain Harvest,203748,CORN
-86.21657997,40.99606088,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.014,10/27/2015,Yes,803.98,46.51,46.51,14.60,2.859,20.00,2604.5,2604.5,Grain Harvest,203748,CORN
-86.21657524,40.99604937,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.147,10/27/2015,Yes,804.05,81.22,81.22,14.60,2.986,20.00,4548.4,4548.4,Grain Harvest,203748,CORN
-86.21657153,40.99603654,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,7.883,10/27/2015,Yes,804.01,66.09,66.09,14.60,3.163,20.00,3701.0,3701.0,Grain Harvest,203748,CORN
-86.21656888,40.99602328,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,6.392,10/27/2015,Yes,803.99,49.56,49.56,14.50,3.420,20.00,2775.3,2775.3,Grain Harvest,203748,CORN
-86.21656696,40.99600902,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,12.35,10/27/2015,Yes,803.95,94.04,94.04,14.50,3.483,20.00,5266.0,5266.0,Grain Harvest,203748,CORN
-86.21656555,40.99599403,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,25.72,10/27/2015,Yes,803.79,186.94,186.94,14.50,3.648,20.00,10469,10469,Grain Harvest,203748,CORN
-86.21656468,40.99597915,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,21.62,10/27/2015,Yes,803.68,155.78,155.78,14.60,3.680,20.00,8723.7,8723.7,Grain Harvest,203748,CORN
-86.21656370,40.99596398,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,15.47,10/27/2015,Yes,803.49,110.16,110.16,14.60,3.724,20.00,6168.9,6168.9,Grain Harvest,203748,CORN
-86.21656312,40.99594976,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,13.88,10/27/2015,Yes,803.44,111.13,111.13,14.60,3.313,20.00,6223.5,6223.5,Grain Harvest,203748,CORN
-86.21656291,40.99593874,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,9.421,10/27/2015,Yes,803.32,112.25,112.25,14.60,2.226,20.00,6285.8,6285.8,Grain Harvest,203748,CORN
-86.21656348,40.99594638,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,5.911,10/27/2015,Yes,803.44,66.36,66.36,14.60,2.362,20.00,3715.9,3715.9,Grain Harvest,203748,CORN
-86.21656440,40.99595759,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,4.704,10/27/2015,Yes,803.47,42.70,42.70,14.60,2.921,20.00,2391.1,2391.1,Grain Harvest,203748,CORN
-86.21656568,40.99596827,AULT,LILLIAN,SOUTH MUCKS21,,On,-459.67,2.100,10/27/2015,Yes,803.47,22.47,22.47,14.60,2.479,20.00,1258.1,1258.1,Grain Harvest,203748,CORN
