Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.08798132,41.51823615,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,805,4.134,154.50,1.000,983.58,10/19/2016,On,20.00,Yes,23.86,20.10,12570,224.46,11885,212.24,In,0.0018,0.0032,0.599,0.00,68.00,4,2.819,6.833,1.670,11.41,0.00013,0.0074,1533.7,0.247,10/19/2016
-85.08797460,41.51822570,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,806,4.049,153.80,1.000,983.61,10/19/2016,On,20.00,Yes,22.54,19.60,12124,216.50,11536,206.00,In,0.00046,0.0032,0.586,0.00,65.00,4,2.760,6.692,1.705,11.41,0.00014,0.0079,1448.8,0.242,10/19/2016
-85.08796812,41.51821583,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,807,4.150,153.70,1.000,983.67,10/19/2016,On,20.00,Yes,21.52,20.20,11295,201.70,10667,190.48,In,0.0041,0.0032,0.601,0.00,64.00,4,2.830,6.860,1.664,11.41,0.00015,0.0082,1383.7,0.248,10/19/2016
-85.08796176,41.51820610,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,808,4.058,153.60,1.000,983.83,10/19/2016,On,20.00,Yes,23.00,20.60,12345,220.45,11600,207.14,In,-4.128e-015,0.0032,0.588,0.00,65.00,4,2.767,6.708,1.701,11.41,0.00014,0.0077,1478.8,0.242,10/19/2016
-85.08795544,41.51819636,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,809,4.101,153.10,1.000,983.91,10/19/2016,On,20.00,Yes,21.58,20.80,11462,204.68,10743,191.84,In,0.0041,0.0032,0.594,0.00,67.00,4,2.796,6.779,1.684,11.41,0.00015,0.0082,1387.4,0.245,10/19/2016
-85.08794865,41.51818641,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,810,4.150,152.50,1.000,983.94,10/19/2016,On,20.00,Yes,23.51,19.70,12339,220.34,11726,209.39,In,0.0036,0.0032,0.601,0.00,67.00,4,2.830,6.860,1.664,11.41,0.00013,0.0076,1511.5,0.248,10/19/2016
-85.08794163,41.51817618,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,811,4.131,152.20,1.000,983.94,10/19/2016,On,20.00,Yes,26.65,19.60,14054,250.96,13372,238.79,In,0.0018,0.0032,0.598,0.00,64.00,4,2.816,6.827,1.672,11.41,0.00012,0.0067,1713.4,0.247,10/19/2016
-85.08793442,41.51816576,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,812,4.101,152.20,1.000,983.91,10/19/2016,On,20.00,Yes,25.93,19.80,13772,245.93,13071,233.42,In,0.0018,0.0029,0.648,0.00,63.00,4,2.796,6.779,1.543,10.46,0.00011,0.0063,1667.1,0.267,10/19/2016
-85.08792725,41.51815542,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,813,4.078,152.30,1.000,983.83,10/19/2016,On,20.00,Yes,29.28,20.00,15635,279.20,14803,264.33,In,0.0018,0.0032,0.591,0.00,64.00,4,2.781,6.741,1.693,11.41,0.00011,0.0061,1882.0,0.244,10/19/2016
-85.08792007,41.51814515,DAR/LEAS P0506 END,16/09/27-13:49:15,CORN,814,4.327,152.30,1.000,983.79,10/19/2016,On,20.00,Yes,25.22,19.70,12693,226.66,12062,215.39,In,0.0036,0.0032,0.627,0.00,64.00,4,2.951,7.153,1.596,11.41,0.00013,0.0070,1621.2,0.259,10/19/2016
