Longitude,Latitude,Field,Dataset,Product,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Fuel Used(gal(US)),Fuel Eff (A)(ac/gal(US)),Eng Power(W),Eng Load(%),Pass Num,Speed(mph),Prod(ac/h),Fuel Con(A)(gal(US)/ac),Fuel Con(T)(gal(US)/h),Fuel Con(M)(gal(US)/lb),Fuel Con(V)(gal(US)/bu),Crop Flw(V)(bu/h),Fuel Eff(mi/gal(US)),Date
-85.06951625,41.49841260,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,145,4.134,0.400,1.000,950.48,10/10/2016,On,33.68,Yes,7.877,13.90,2464.5,41.08,2439.0,40.65,In,0.659,0.0034,0.931,0.00,70.00,1,2.819,11.51,1.074,12.36,0.00044,0.026,472.65,0.228,10/10/2016
-85.06951623,41.49842449,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,146,4.229,359.80,1.000,950.73,10/10/2016,On,33.64,Yes,9.263,13.90,2836.4,47.27,2807.1,46.78,In,0.680,0.0034,0.951,0.00,73.00,1,2.883,11.76,1.052,12.36,0.00037,0.022,555.79,0.233,10/10/2016
-85.06951623,41.49843639,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,147,4.314,359.80,1.000,950.91,10/10/2016,On,33.48,Yes,7.948,13.90,2397.1,39.95,2372.3,39.54,In,0.760,0.0034,0.965,0.00,73.00,1,2.942,11.94,1.036,12.36,0.00043,0.026,476.88,0.238,10/10/2016
-85.06951619,41.49844809,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,148,4.242,359.20,1.000,951.02,10/10/2016,On,33.41,Yes,8.313,13.90,2555.0,42.58,2528.6,42.14,In,0.795,0.0034,0.947,0.00,70.00,1,2.892,11.71,1.056,12.36,0.00041,0.025,498.77,0.234,10/10/2016
-85.06951662,41.49845986,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,149,4.252,357.80,1.000,950.99,10/10/2016,On,33.36,Yes,8.792,13.90,2699.9,45.00,2672.0,44.53,In,0.818,0.0034,0.948,0.00,76.00,1,2.899,11.72,1.055,12.36,0.00039,0.023,527.55,0.234,10/10/2016
-85.06951721,41.49847186,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,150,4.334,357.50,1.000,951.39,10/10/2016,On,33.21,Yes,8.439,13.90,2554.2,42.57,2527.8,42.13,In,0.895,0.0034,0.962,0.00,73.00,1,2.955,11.89,1.039,12.36,0.00041,0.024,506.36,0.239,10/10/2016
-85.06951783,41.49848355,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,151,4.288,356.70,1.000,951.36,10/10/2016,On,33.19,Yes,8.639,13.90,2644.6,44.08,2617.3,43.62,In,0.907,0.0037,0.883,0.00,74.00,1,2.924,11.76,1.132,13.31,0.00043,0.026,518.37,0.220,10/10/2016
-85.06951891,41.49849518,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,152,4.295,356.70,1.000,951.50,10/10/2016,On,33.16,Yes,7.680,13.90,2349.5,39.16,2325.2,38.75,In,0.923,0.0034,0.952,0.00,73.00,1,2.928,11.77,1.051,12.36,0.00045,0.027,460.82,0.237,10/10/2016
-85.06951973,41.49850732,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,153,4.242,357.90,1.000,951.49,10/10/2016,On,33.02,Yes,7.515,13.80,2337.4,38.96,2315.9,38.60,In,0.993,0.0034,0.936,0.00,76.00,1,2.892,11.57,1.068,12.36,0.00046,0.027,450.91,0.234,10/10/2016
-85.06952024,41.49852021,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,154,4.596,359.00,1.000,951.49,10/10/2016,On,32.97,Yes,7.586,13.80,2180.3,36.34,2160.3,36.00,In,1.013,0.0037,0.941,0.00,72.00,1,3.134,12.53,1.063,13.31,0.00049,0.029,455.15,0.235,10/10/2016
-85.06952043,41.49853338,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,155,4.757,359.60,1.000,951.44,10/10/2016,On,33.03,Yes,6.980,13.90,1934.9,32.25,1914.9,31.92,In,0.982,0.0037,0.975,0.00,72.00,1,3.244,12.99,1.025,13.31,0.00053,0.032,418.80,0.244,10/10/2016
-85.06952043,41.49854562,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,156,4.491,0.300,1.000,951.70,10/10/2016,On,33.17,Yes,7.250,13.80,2119.7,35.33,2100.2,35.00,In,0.913,0.0034,0.996,0.00,69.00,1,3.062,12.31,1.004,12.36,0.00047,0.028,435.01,0.248,10/10/2016
-85.06952013,41.49855779,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,157,4.229,1.700,1.000,951.49,10/10/2016,On,33.28,Yes,6.526,13.80,2019.5,33.66,2001.0,33.35,In,0.858,0.0034,0.941,0.00,68.00,1,2.883,11.63,1.063,12.36,0.00053,0.032,391.55,0.233,10/10/2016
-85.06951935,41.49857005,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,158,4.465,2.500,1.000,951.47,10/10/2016,On,33.27,Yes,6.452,13.80,1892.1,31.53,1874.7,31.24,In,0.866,0.0032,1.076,0.00,68.00,1,3.044,12.28,0.930,11.41,0.00049,0.029,387.14,0.267,10/10/2016
-85.06951862,41.49858189,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,159,4.268,3.000,1.000,951.39,10/10/2016,On,33.34,Yes,5.644,13.80,1727.6,28.79,1711.8,28.53,In,0.831,0.0032,1.030,0.00,67.00,1,2.910,11.76,0.970,11.41,0.00056,0.034,338.61,0.255,10/10/2016
-85.06951782,41.49859315,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,160,4.308,3.900,1.000,951.47,10/10/2016,On,33.30,Yes,5.719,13.80,1736.6,28.94,1720.7,28.68,In,0.851,0.0032,1.039,0.00,65.00,1,2.937,11.86,0.963,11.41,0.00055,0.033,343.14,0.257,10/10/2016
-85.06951675,41.49860470,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,161,4.331,3.100,1.000,951.53,10/10/2016,On,33.29,Yes,6.888,13.80,2080.9,34.68,2061.8,34.36,In,0.853,0.0032,1.044,0.00,64.00,1,2.953,11.92,0.958,11.41,0.00046,0.028,413.28,0.259,10/10/2016
-85.06951573,41.49861600,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,162,4.390,4.100,1.000,951.60,10/10/2016,On,33.36,Yes,6.679,13.80,1986.9,33.12,1968.7,32.81,In,0.822,0.0032,1.060,0.00,61.00,1,2.993,12.10,0.943,11.41,0.00047,0.028,400.74,0.262,10/10/2016
-85.06951453,41.49862765,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,163,4.049,4.100,1.000,951.62,10/10/2016,On,33.41,Yes,7.018,13.80,2260.0,37.67,2239.3,37.32,In,0.797,0.0029,1.069,0.00,65.00,1,2.760,11.18,0.936,10.46,0.00041,0.025,421.06,0.264,10/10/2016
-85.06951330,41.49863900,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,164,4.150,4.500,1.000,951.61,10/10/2016,On,33.39,Yes,6.589,13.90,2070.9,34.52,2049.5,34.16,In,0.804,0.0029,1.095,0.00,63.00,1,2.830,11.45,0.913,10.46,0.00044,0.026,395.32,0.270,10/10/2016
-85.06951192,41.49865074,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,165,4.295,4.800,1.000,951.58,10/10/2016,On,33.36,Yes,6.836,13.90,2078.2,34.64,2056.7,34.28,In,0.818,0.0029,1.132,0.00,61.00,1,2.928,11.84,0.883,10.46,0.00043,0.026,410.15,0.280,10/10/2016
-85.06951065,41.49866267,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,166,4.206,5.100,1.000,951.47,10/10/2016,On,33.28,Yes,7.471,13.90,2325.2,38.75,2301.2,38.35,In,0.862,0.0029,1.106,0.00,67.00,1,2.868,11.57,0.904,10.46,0.00039,0.023,448.28,0.274,10/10/2016
-85.06950906,41.49867464,ELLERT 28T08,16/09/27-14:14:48,SOYBEANS,167,4.321,6.000,1.000,951.33,10/10/2016,On,33.12,Yes,7.371,13.90,2243.5,37.39,2220.3,37.01,In,0.938,0.0032,1.036,0.00,63.00,1,2.946,11.83,0.965,11.41,0.00043,0.026,442.28,0.258,10/10/2016
