lat,lon,speed,ts,data
40.7246,-102.1891,0.014,1499184567,0
40.7246,-102.1891,0.022,1499184568,0
40.7246,-102.1891,0.04,1499184569,0
40.7246,-102.1891,0.024,1499184570,0
40.7246,-102.1891,0.018,1499184571,0
40.7246,-102.1891,0.023,1499184572,0
40.7246,-102.1891,0.017,1499184573,0
40.7246,-102.1891,0.028,1499184574,0
40.7246,-102.1891,0.032,1499184575,0
40.7246,-102.1891,0.012,1499184576,0
40.7246,-102.1891,0.017,1499184577,0
40.7246,-102.1891,0.013,1499184578,0
40.7246,-102.1891,0.034,1499184579,0
40.7246,-102.1891,0.032,1499184580,0
40.7246,-102.1891,0.011,1499184581,0
40.7246,-102.1891,0.017,1499184582,0
40.7246,-102.1891,0.007,1499184583,0
40.7246,-102.1891,0.02,1499184584,0
40.7246,-102.1891,0.032,1499184585,0
40.7246,-102.1891,0.019,1499184586,0
40.7246,-102.1891,0.02,1499184587,0
40.7246,-102.1891,0.008,1499184588,0
40.7246,-102.1891,0.002,1499184589,0
40.7246,-102.1891,0.053,1499184590,0
40.7246,-102.1891,0.027,1499184591,0
40.7246,-102.1891,0.009,1499184592,0
40.7246,-102.1891,0.031,1499184593,0
40.7246,-102.1891,0.02,1499184594,0
40.7246,-102.1891,0.026,1499184595,0
40.7246,-102.1891,0.015,1499184596,0
40.7246,-102.1891,0.012,1499184597,0
40.7246,-102.1891,0.014,1499184598,0
40.7246,-102.1891,0.012,1499184599,0
40.7246,-102.1891,0.042,1499184600,0
40.7246,-102.1891,0.015,1499184601,0
40.7246,-102.1891,0.009,1499184602,0
40.7246,-102.1891,0.009,1499184603,0
40.7246,-102.1891,0.013,1499184604,0
40.7246,-102.1891,0.02,1499184605,0
40.7246,-102.1891,0.033,1499184606,0
40.7246,-102.1891,0.031,1499184607,0
40.7246,-102.1891,0.023,1499184608,0
40.7246,-102.1891,0.021,1499184609,0
40.7246,-102.1891,0.014,1499184610,0
40.7246,-102.1891,0.039,1499184611,0
40.7246,-102.1891,0.028,1499184612,0
40.7246,-102.1891,0.004,1499184613,0
40.7246,-102.1891,0.029,1499184614,0
40.7246,-102.1891,0.013,1499184615,0
40.7246,-102.1891,0.012,1499184616,0
40.7246,-102.1891,0.02,1499184617,0
40.7246,-102.1891,0.015,1499184618,0
40.7246,-102.1891,0.017,1499184619,0
40.7246,-102.1891,0.018,1499184620,0
40.7246,-102.1891,0.027,1499184621,0
40.7246,-102.1891,0.013,1499184622,0
40.7246,-102.1891,0.021,1499184623,0
40.7246,-102.1891,0.027,1499184624,0
40.7246,-102.1891,0.006,1499184625,0
40.7246,-102.1891,0.018,1499184626,0
40.7246,-102.1891,0.059,1499184627,0
40.7246,-102.1891,0.028,1499184628,0
40.7246,-102.1891,0.029,1499184629,0
40.7246,-102.1891,0.01,1499184630,0
40.7246,-102.1891,0.011,1499184631,0
40.7246,-102.1891,0.043,1499184632,0
40.7246,-102.1891,0.019,1499184633,0
40.7246,-102.1891,0.025,1499184634,0
40.7246,-102.1891,0.007,1499184635,0
40.7246,-102.1891,0.018,1499184636,0
40.7246,-102.1891,0.017,1499184637,0
40.7246,-102.1891,0.045,1499184638,0
40.7246,-102.1891,0.046,1499184639,0
40.7246,-102.1891,0.023,1499184640,0
40.7246,-102.1891,0,1499184641,0
40.7246,-102.1891,0.014,1499184642,0
40.7246,-102.1891,0.09,1499184643,0
40.7246,-102.1891,0.026,1499184644,0
40.7246,-102.1891,0.089,1499184645,0
40.7246,-102.1891,0.019,1499184646,0
40.7246,-102.1891,0.021,1499184647,0
